#Distribuzione dei neuroni sulla rete
	2	1	20	20	3
#Neuroni e dendriti
	20	2	20	20	1	20
#Qualità rete
	0.004878	183300	0.211456
#Strato t
	3.882556	3.825163	6.822365	
	8.727231	-10.952520	-0.597716	
	5.695993	-7.791578	2.798279	
	-6.262679	0.806999	4.163251	
	3.590325	-1.026326	2.107664	
	3.931164	-0.350080	2.924919	
	5.633512	2.333696	2.169719	
	8.464020	5.435146	0.662436	
	8.155597	4.631180	1.930772	
	-2.402350	-2.407478	3.016162	
	-3.925504	-2.143940	1.494720	
	-3.576048	-0.187822	4.027959	
	-6.525116	2.617103	3.844163	
	5.407638	2.076188	5.073161	
	3.662580	-4.163686	3.258905	
	5.694764	0.382658	3.364356	
	5.521515	2.408180	1.792205	
	6.072873	-3.901261	0.027979	
	-4.702687	-4.112067	4.327784	
	-3.305712	-3.420764	1.268411	
#Strato u
	-1.462132	-1.042653	-0.647959	-0.714205	-0.559913	-0.554313	-0.585187	-0.662686	-0.771083	-0.721466	-0.528872	-0.560256	-0.547579	-0.541556	-0.561780	-0.579137	-0.608171	-0.644826	-0.648473	-0.549172	-0.508418	
	3.512091	0.185658	-1.476218	-0.460591	1.076815	-1.013449	-1.821776	0.134491	0.406864	0.358425	-0.251129	-0.662893	0.357838	1.157102	-0.607074	-1.418166	-0.568758	0.020033	-3.261201	-0.923611	-0.771938	
	-1.006483	-7.969786	-2.283983	-0.267539	2.628633	1.238315	0.493532	-2.477226	-3.341101	0.132183	3.017053	5.862112	5.554798	5.089481	0.391075	0.986832	0.065475	-0.768204	0.035864	0.776611	2.017651	
	-0.986788	12.502551	12.393350	8.058932	1.874592	1.384325	-0.450141	-4.035252	-6.521832	-2.592266	-3.289749	-0.202727	4.577576	3.954131	4.919001	0.003480	-2.044396	-2.330170	-7.240946	-5.082789	-1.146405	
	-1.738441	-0.704541	-0.826134	-0.488399	-0.566132	-0.590503	-0.614496	-0.417542	-0.373279	-0.368528	-0.531407	-0.559914	-0.564138	-0.554204	-0.580367	-0.562627	-0.513878	-0.432812	-0.491904	-0.586347	-0.550478	
	0.264947	-1.363891	-0.880815	-0.567176	-0.671536	-0.711865	-0.730153	-0.507725	-0.449694	-0.450090	-0.606534	-0.648582	-0.656667	-0.652347	-0.717653	-0.657051	-0.642324	-0.544792	-0.556681	-0.668904	-0.632907	
	0.940294	-1.275173	-0.688904	-0.420924	-0.677517	-0.756917	-0.803294	-0.421241	-0.197381	-0.233231	-0.626110	-0.674049	-0.679247	-0.663997	-0.710033	-0.661640	-0.685153	-0.473494	-0.480388	-0.698630	-0.649088	
	1.216052	-0.897007	-0.585367	-0.219899	-0.659766	-0.724456	-0.828639	-0.441330	-0.109843	-0.155167	-0.614223	-0.679425	-0.684692	-0.644738	-0.508417	-0.624288	-0.779608	-0.494665	-0.587380	-0.701835	-0.618730	
	1.228523	-0.627628	-0.496990	-0.080943	-0.678258	-0.667358	-0.742988	-0.464071	-0.131072	-0.172232	-0.594129	-0.678034	-0.703682	-0.656120	-0.270829	-0.459782	-0.803607	-0.516197	-0.667220	-0.702219	-0.584905	
	1.223964	-0.560951	-0.462387	-0.039561	-0.689559	-0.652665	-0.713463	-0.470785	-0.141728	-0.181201	-0.587663	-0.677595	-0.713018	-0.664748	-0.204314	-0.398470	-0.807103	-0.523315	-0.681904	-0.703360	-0.576144	
