Record  1 Prima prova: 43 Seconda prova: 39 Esito: AMMESSO
Record  2 Prima prova: 41 Seconda prova: 79 Esito: AMMESSO
Record  3 Prima prova: 46 Seconda prova: 19 Esito: NON AMMESSO
Record  4 Prima prova: 23 Seconda prova: 76 Esito: AMMESSO
Record  5 Prima prova: 21 Seconda prova: 55 Esito: AMMESSO
Record  6 Prima prova: 29 Seconda prova: 62 Esito: AMMESSO
Record  7 Prima prova: 24 Seconda prova: 51 Esito: AMMESSO
Record  8 Prima prova: 48 Seconda prova: 91 Esito: AMMESSO
Record  9 Prima prova: 35 Seconda prova: 71 Esito: AMMESSO
Record  10 Prima prova: 15 Seconda prova: 60 Esito: AMMESSO
Record  11 Prima prova: 10 Seconda prova: 24 Esito: AMMESSO
Record  12 Prima prova: 15 Seconda prova: 80 Esito: AMMESSO
Record  13 Prima prova: 16 Seconda prova: 40 Esito: AMMESSO
Record  14 Prima prova: 15 Seconda prova: 10 Esito: AMMESSO
Record  15 Prima prova: 49 Seconda prova: 21 Esito: NON AMMESSO
Record  16 Prima prova: 30 Seconda prova: 83 Esito: AMMESSO
Record  17 Prima prova: 34 Seconda prova: 29 Esito: AMMESSO
Record  18 Prima prova: 35 Seconda prova: 52 Esito: AMMESSO
Record  19 Prima prova: 29 Seconda prova: 97 Esito: AMMESSO
Record  20 Prima prova: 21 Seconda prova: 77 Esito: AMMESSO
Record  21 Prima prova: 31 Seconda prova: 76 Esito: AMMESSO
Record  22 Prima prova: 26 Seconda prova: 89 Esito: AMMESSO
Record  23 Prima prova: 21 Seconda prova: 35 Esito: AMMESSO
Record  24 Prima prova: 42 Seconda prova: 91 Esito: AMMESSO
Record  25 Prima prova: 12 Seconda prova: 94 Esito: AMMESSO
Record  26 Prima prova: 31 Seconda prova: 8 Esito: NON AMMESSO
Record  27 Prima prova: 17 Seconda prova: 66 Esito: AMMESSO
Record  28 Prima prova: 45 Seconda prova: 34 Esito: NON AMMESSO
Record  29 Prima prova: 12 Seconda prova: 2 Esito: AMMESSO
Record  30 Prima prova: 28 Seconda prova: 6 Esito: NON AMMESSO
Record  31 Prima prova: 19 Seconda prova: 97 Esito: AMMESSO
Record  32 Prima prova: 46 Seconda prova: 85 Esito: AMMESSO
Record  33 Prima prova: 20 Seconda prova: 53 Esito: AMMESSO
Record  34 Prima prova: 25 Seconda prova: 76 Esito: AMMESSO
Record  35 Prima prova: 30 Seconda prova: 66 Esito: AMMESSO
Record  36 Prima prova: 31 Seconda prova: 3 Esito: NON AMMESSO
Record  37 Prima prova: 27 Seconda prova: 93 Esito: AMMESSO
Record  38 Prima prova: 47 Seconda prova: 72 Esito: AMMESSO
Record  39 Prima prova: 21 Seconda prova: 73 Esito: AMMESSO
Record  40 Prima prova: 35 Seconda prova: 35 Esito: AMMESSO
Record  41 Prima prova: 37 Seconda prova: 16 Esito: NON AMMESSO
Record  42 Prima prova: 27 Seconda prova: 88 Esito: AMMESSO
Record  43 Prima prova: 43 Seconda prova: 33 Esito: NON AMMESSO
Record  44 Prima prova: 19 Seconda prova: 89 Esito: AMMESSO
Record  45 Prima prova: 24 Seconda prova: 68 Esito: AMMESSO
Record  46 Prima prova: 48 Seconda prova: 58 Esito: AMMESSO
Record  47 Prima prova: 36 Seconda prova: 85 Esito: AMMESSO
Record  48 Prima prova: 27 Seconda prova: 92 Esito: AMMESSO
Record  49 Prima prova: 25 Seconda prova: 81 Esito: AMMESSO
Record  50 Prima prova: 37 Seconda prova: 91 Esito: AMMESSO
Record  51 Prima prova: 29 Seconda prova: 21 Esito: AMMESSO
Record  52 Prima prova: 48 Seconda prova: 92 Esito: AMMESSO
Record  53 Prima prova: 15 Seconda prova: 88 Esito: AMMESSO
Record  54 Prima prova: 35 Seconda prova: 43 Esito: AMMESSO
Record  55 Prima prova: 34 Seconda prova: 28 Esito: AMMESSO
Record  56 Prima prova: 41 Seconda prova: 30 Esito: NON AMMESSO
Record  57 Prima prova: 27 Seconda prova: 22 Esito: AMMESSO
Record  58 Prima prova: 17 Seconda prova: 27 Esito: AMMESSO
Record  59 Prima prova: 32 Seconda prova: 41 Esito: AMMESSO
Record  60 Prima prova: 16 Seconda prova: 90 Esito: AMMESSO
Record  61 Prima prova: 14 Seconda prova: 12 Esito: AMMESSO
Record  62 Prima prova: 29 Seconda prova: 76 Esito: AMMESSO
Record  63 Prima prova: 49 Seconda prova: 93 Esito: AMMESSO
Record  64 Prima prova: 37 Seconda prova: 38 Esito: AMMESSO
Record  65 Prima prova: 39 Seconda prova: 36 Esito: AMMESSO
Record  66 Prima prova: 21 Seconda prova: 23 Esito: AMMESSO
Record  67 Prima prova: 33 Seconda prova: 24 Esito: AMMESSO
Record  68 Prima prova: 16 Seconda prova: 73 Esito: AMMESSO
Record  69 Prima prova: 15 Seconda prova: 79 Esito: AMMESSO
Record  70 Prima prova: 16 Seconda prova: 74 Esito: AMMESSO
Record  71 Prima prova: 12 Seconda prova: 95 Esito: AMMESSO
Record  72 Prima prova: 12 Seconda prova: 52 Esito: AMMESSO
Record  73 Prima prova: 17 Seconda prova: 24 Esito: AMMESSO
Record  74 Prima prova: 41 Seconda prova: 73 Esito: AMMESSO
Record  75 Prima prova: 36 Seconda prova: 96 Esito: AMMESSO
Record  76 Prima prova: 35 Seconda prova: 75 Esito: AMMESSO
Record  77 Prima prova: 13 Seconda prova: 13 Esito: AMMESSO
Record  78 Prima prova: 30 Seconda prova: 7 Esito: NON AMMESSO
Record  79 Prima prova: 12 Seconda prova: 20 Esito: AMMESSO
Record  80 Prima prova: 28 Seconda prova: 81 Esito: AMMESSO
Record  81 Prima prova: 32 Seconda prova: 75 Esito: AMMESSO
Record  82 Prima prova: 12 Seconda prova: 15 Esito: AMMESSO
Record  83 Prima prova: 49 Seconda prova: 20 Esito: NON AMMESSO
Record  84 Prima prova: 45 Seconda prova: 12 Esito: NON AMMESSO
Record  85 Prima prova: 49 Seconda prova: 5 Esito: NON AMMESSO
Record  86 Prima prova: 44 Seconda prova: 7 Esito: NON AMMESSO
Record  87 Prima prova: 10 Seconda prova: 92 Esito: AMMESSO
Record  88 Prima prova: 33 Seconda prova: 18 Esito: NON AMMESSO
Record  89 Prima prova: 16 Seconda prova: 39 Esito: AMMESSO
Record  90 Prima prova: 46 Seconda prova: 81 Esito: AMMESSO
Record  91 Prima prova: 24 Seconda prova: 55 Esito: AMMESSO
Record  92 Prima prova: 33 Seconda prova: 45 Esito: AMMESSO
Record  93 Prima prova: 37 Seconda prova: 9 Esito: NON AMMESSO
Record  94 Prima prova: 31 Seconda prova: 75 Esito: AMMESSO
Record  95 Prima prova: 22 Seconda prova: 99 Esito: AMMESSO
Record  96 Prima prova: 33 Seconda prova: 87 Esito: AMMESSO
Record  97 Prima prova: 39 Seconda prova: 62 Esito: AMMESSO
Record  98 Prima prova: 11 Seconda prova: 74 Esito: AMMESSO
Record  99 Prima prova: 43 Seconda prova: 92 Esito: AMMESSO
Record  100 Prima prova: 44 Seconda prova: 83 Esito: AMMESSO
Record  101 Prima prova: 49 Seconda prova: 74 Esito: AMMESSO
Record  102 Prima prova: 46 Seconda prova: 98 Esito: AMMESSO
Record  103 Prima prova: 36 Seconda prova: 49 Esito: AMMESSO
Record  104 Prima prova: 16 Seconda prova: 83 Esito: AMMESSO
Record  105 Prima prova: 45 Seconda prova: 7 Esito: NON AMMESSO
Record  106 Prima prova: 35 Seconda prova: 24 Esito: AMMESSO
Record  107 Prima prova: 35 Seconda prova: 22 Esito: NON AMMESSO
Record  108 Prima prova: 38 Seconda prova: 31 Esito: AMMESSO
Record  109 Prima prova: 23 Seconda prova: 23 Esito: AMMESSO
Record  110 Prima prova: 12 Seconda prova: 63 Esito: AMMESSO
Record  111 Prima prova: 18 Seconda prova: 65 Esito: AMMESSO
Record  112 Prima prova: 30 Seconda prova: 97 Esito: AMMESSO
Record  113 Prima prova: 21 Seconda prova: 54 Esito: AMMESSO
Record  114 Prima prova: 38 Seconda prova: 11 Esito: NON AMMESSO
Record  115 Prima prova: 28 Seconda prova: 59 Esito: AMMESSO
Record  116 Prima prova: 47 Seconda prova: 45 Esito: AMMESSO
Record  117 Prima prova: 23 Seconda prova: 84 Esito: AMMESSO
Record  118 Prima prova: 27 Seconda prova: 0 Esito: NON AMMESSO
Record  119 Prima prova: 23 Seconda prova: 59 Esito: AMMESSO
Record  120 Prima prova: 43 Seconda prova: 23 Esito: NON AMMESSO
Record  121 Prima prova: 37 Seconda prova: 48 Esito: AMMESSO
Record  122 Prima prova: 29 Seconda prova: 30 Esito: AMMESSO
Record  123 Prima prova: 38 Seconda prova: 18 Esito: NON AMMESSO
Record  124 Prima prova: 34 Seconda prova: 4 Esito: NON AMMESSO
Record  125 Prima prova: 26 Seconda prova: 69 Esito: AMMESSO
Record  126 Prima prova: 36 Seconda prova: 63 Esito: AMMESSO
Record  127 Prima prova: 23 Seconda prova: 18 Esito: AMMESSO
Record  128 Prima prova: 34 Seconda prova: 62 Esito: AMMESSO
Record  129 Prima prova: 39 Seconda prova: 32 Esito: AMMESSO
Record  130 Prima prova: 39 Seconda prova: 20 Esito: NON AMMESSO
Record  131 Prima prova: 46 Seconda prova: 68 Esito: AMMESSO
Record  132 Prima prova: 36 Seconda prova: 25 Esito: AMMESSO
Record  133 Prima prova: 31 Seconda prova: 8 Esito: NON AMMESSO
Record  134 Prima prova: 20 Seconda prova: 87 Esito: AMMESSO
Record  135 Prima prova: 37 Seconda prova: 9 Esito: NON AMMESSO
Record  136 Prima prova: 14 Seconda prova: 36 Esito: AMMESSO
Record  137 Prima prova: 33 Seconda prova: 59 Esito: AMMESSO
Record  138 Prima prova: 36 Seconda prova: 28 Esito: AMMESSO
Record  139 Prima prova: 41 Seconda prova: 28 Esito: NON AMMESSO
Record  140 Prima prova: 23 Seconda prova: 18 Esito: AMMESSO
Record  141 Prima prova: 49 Seconda prova: 0 Esito: NON AMMESSO
Record  142 Prima prova: 43 Seconda prova: 33 Esito: NON AMMESSO
Record  143 Prima prova: 17 Seconda prova: 43 Esito: AMMESSO
Record  144 Prima prova: 48 Seconda prova: 91 Esito: AMMESSO
Record  145 Prima prova: 40 Seconda prova: 69 Esito: AMMESSO
Record  146 Prima prova: 14 Seconda prova: 68 Esito: AMMESSO
Record  147 Prima prova: 25 Seconda prova: 77 Esito: AMMESSO
Record  148 Prima prova: 47 Seconda prova: 91 Esito: AMMESSO
Record  149 Prima prova: 44 Seconda prova: 20 Esito: NON AMMESSO
Record  150 Prima prova: 41 Seconda prova: 54 Esito: AMMESSO
Record  151 Prima prova: 21 Seconda prova: 90 Esito: AMMESSO
Record  152 Prima prova: 46 Seconda prova: 87 Esito: AMMESSO
Record  153 Prima prova: 29 Seconda prova: 57 Esito: AMMESSO
Record  154 Prima prova: 16 Seconda prova: 27 Esito: AMMESSO
Record  155 Prima prova: 44 Seconda prova: 49 Esito: AMMESSO
Record  156 Prima prova: 28 Seconda prova: 84 Esito: AMMESSO
Record  157 Prima prova: 29 Seconda prova: 29 Esito: AMMESSO
Record  158 Prima prova: 17 Seconda prova: 68 Esito: AMMESSO
Record  159 Prima prova: 39 Seconda prova: 13 Esito: NON AMMESSO
Record  160 Prima prova: 34 Seconda prova: 49 Esito: AMMESSO
Record  161 Prima prova: 43 Seconda prova: 72 Esito: AMMESSO
Record  162 Prima prova: 17 Seconda prova: 22 Esito: AMMESSO
Record  163 Prima prova: 29 Seconda prova: 12 Esito: NON AMMESSO
Record  164 Prima prova: 15 Seconda prova: 36 Esito: AMMESSO
Record  165 Prima prova: 22 Seconda prova: 93 Esito: AMMESSO
Record  166 Prima prova: 46 Seconda prova: 62 Esito: AMMESSO
Record  167 Prima prova: 43 Seconda prova: 81 Esito: AMMESSO
Record  168 Prima prova: 29 Seconda prova: 33 Esito: AMMESSO
Record  169 Prima prova: 25 Seconda prova: 65 Esito: AMMESSO
Record  170 Prima prova: 34 Seconda prova: 25 Esito: AMMESSO
Record  171 Prima prova: 16 Seconda prova: 7 Esito: AMMESSO
Record  172 Prima prova: 14 Seconda prova: 64 Esito: AMMESSO
Record  173 Prima prova: 24 Seconda prova: 28 Esito: AMMESSO
Record  174 Prima prova: 23 Seconda prova: 9 Esito: NON AMMESSO
Record  175 Prima prova: 27 Seconda prova: 93 Esito: AMMESSO
Record  176 Prima prova: 33 Seconda prova: 26 Esito: AMMESSO
Record  177 Prima prova: 36 Seconda prova: 76 Esito: AMMESSO
Record  178 Prima prova: 29 Seconda prova: 15 Esito: NON AMMESSO
